,age,albums,alcohol,audios,city,country,first_name,followers,followers_count,friends,groups,has_mobile,has_photo,langs,last_name,life_main,notes,pages,people_main,photos,political,relation,schools,sex,smoking,t1,t2,uid,universities,videos,wall_posts
201,4.0,0.0,4.0,160.0,292.0,2.0,62.0,31.0,31.0,338.0,232.0,1.0,1.0,-1.0,60.0,6.0,0.0,158.0,1.0,109.0,-1.0,1.0,1.0,2.0,4.0,0.0,1.0,156601584.0,2.0,23.0,481.0
202,2.0,0.0,3.0,7.0,1.0,1.0,47.0,14.0,14.0,25.0,10.0,1.0,1.0,2.0,77.0,6.0,0.0,4.0,6.0,5.0,2.0,6.0,1.0,2.0,3.0,0.0,1.0,146093858.0,1.0,0.0,6.0
203,5.0,0.0,2.0,0.0,1.0,1.0,12.0,93.0,93.0,88.0,-1.0,1.0,1.0,3.0,1.0,6.0,0.0,81.0,1.0,14.0,9.0,4.0,1.0,2.0,2.0,0.0,1.0,134064916.0,1.0,24.0,72.0
204,2.0,2.0,-1.0,0.0,314.0,2.0,50.0,29.0,29.0,151.0,53.0,1.0,1.0,-1.0,192.0,-1.0,0.0,41.0,-1.0,54.0,3.0,6.0,1.0,2.0,-1.0,0.0,1.0,133804245.0,1.0,137.0,2390.0
205,5.0,4.0,2.0,72.0,1057.0,2.0,91.0,20.0,20.0,190.0,15.0,1.0,1.0,1.0,278.0,6.0,0.0,2.0,1.0,135.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,115334106.0,1.0,1.0,210.0
206,4.0,0.0,-1.0,0.0,151.0,1.0,70.0,13.0,13.0,0.0,-1.0,1.0,1.0,-1.0,212.0,-1.0,2.0,18.0,-1.0,47.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,99649736.0,-1.0,1.0,672.0
207,4.0,3.0,2.0,0.0,119.0,1.0,133.0,71.0,71.0,47.0,-1.0,1.0,1.0,3.0,101.0,6.0,2.0,11.0,-1.0,59.0,4.0,1.0,0.0,2.0,2.0,0.0,1.0,76500044.0,1.0,39.0,7.0
208,5.0,25.0,2.0,511.0,552.0,2.0,109.0,48.0,48.0,220.0,692.0,1.0,1.0,3.0,298.0,6.0,6.0,356.0,1.0,1493.0,-1.0,1.0,1.0,2.0,2.0,0.0,1.0,69632707.0,0.0,2927.0,13984.0
209,2.0,3.0,-1.0,0.0,109.0,1.0,86.0,19.0,19.0,24.0,-1.0,1.0,1.0,-1.0,213.0,-1.0,0.0,10.0,-1.0,19.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,66214949.0,-1.0,44.0,12.0
210,4.0,0.0,-1.0,302.0,40.0,1.0,88.0,63.0,63.0,37.0,-1.0,1.0,1.0,-1.0,217.0,6.0,0.0,16.0,-1.0,5.0,8.0,0.0,1.0,2.0,-1.0,0.0,1.0,66052329.0,1.0,2.0,2.0
211,4.0,0.0,-1.0,0.0,185.0,1.0,96.0,34.0,34.0,100.0,-1.0,1.0,1.0,-1.0,267.0,-1.0,0.0,34.0,-1.0,109.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,44829586.0,-1.0,0.0,83.0
212,5.0,1.0,-1.0,1806.0,143.0,1.0,57.0,45.0,45.0,128.0,-1.0,1.0,1.0,-1.0,270.0,-1.0,0.0,43.0,-1.0,21.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,41957256.0,-1.0,32.0,1430.0
213,1.0,0.0,5.0,139.0,0.0,3.0,36.0,24.0,24.0,10.0,6.0,1.0,1.0,-1.0,165.0,-1.0,1.0,2.0,-1.0,50.0,-1.0,1.0,1.0,2.0,5.0,0.0,1.0,36187553.0,1.0,9.0,117.0
214,5.0,4.0,5.0,1889.0,1.0,1.0,36.0,43.0,43.0,133.0,139.0,1.0,1.0,2.0,119.0,7.0,0.0,25.0,2.0,307.0,8.0,4.0,1.0,2.0,2.0,0.0,1.0,34545046.0,0.0,478.0,825.0
215,5.0,0.0,-1.0,0.0,1951986.0,65.0,77.0,30.0,30.0,143.0,-1.0,1.0,1.0,-1.0,107.0,-1.0,0.0,39.0,-1.0,406.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,32241971.0,-1.0,2.0,949.0
216,4.0,0.0,-1.0,2962.0,0.0,2.0,36.0,0.0,0.0,122.0,-1.0,1.0,1.0,-1.0,122.0,-1.0,10.0,82.0,-1.0,23.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,27753094.0,-1.0,567.0,670.0
217,0.0,1.0,4.0,0.0,141.0,1.0,114.0,19.0,19.0,160.0,58.0,1.0,1.0,2.0,42.0,7.0,3.0,11.0,6.0,11.0,4.0,4.0,1.0,2.0,4.0,0.0,1.0,26122522.0,1.0,4.0,159.0
218,5.0,2.0,-1.0,176.0,0.0,1.0,79.0,27.0,27.0,61.0,-1.0,1.0,1.0,-1.0,154.0,-1.0,0.0,11.0,-1.0,33.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,26068717.0,-1.0,3.0,196.0
219,4.0,1.0,-1.0,0.0,110.0,1.0,114.0,35.0,35.0,92.0,-1.0,1.0,1.0,-1.0,155.0,-1.0,0.0,29.0,-1.0,52.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,22267641.0,-1.0,48.0,107.0
220,5.0,1.0,-1.0,0.0,282.0,3.0,108.0,20.0,20.0,87.0,37.0,1.0,1.0,1.0,196.0,-1.0,0.0,6.0,-1.0,71.0,7.0,0.0,2.0,2.0,-1.0,0.0,1.0,20161160.0,1.0,4.0,1.0
221,4.0,5.0,2.0,6.0,95.0,1.0,96.0,87.0,87.0,26.0,-1.0,1.0,1.0,3.0,195.0,-1.0,0.0,1.0,-1.0,74.0,1.0,7.0,1.0,2.0,1.0,0.0,1.0,19935045.0,1.0,3.0,496.0
222,4.0,1.0,2.0,0.0,157.0,1.0,127.0,0.0,0.0,42.0,-1.0,1.0,1.0,2.0,89.0,-1.0,2.0,6.0,-1.0,25.0,-1.0,1.0,1.0,2.0,1.0,0.0,1.0,18939554.0,1.0,12.0,206.0
223,2.0,0.0,-1.0,2462.0,1515655.0,160.0,110.0,95.0,95.0,70.0,-1.0,1.0,1.0,-1.0,61.0,-1.0,0.0,27.0,-1.0,213.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,17830143.0,-1.0,1010.0,1493.0
224,0.0,1.0,-1.0,82.0,3910.0,1.0,136.0,11.0,11.0,38.0,-1.0,1.0,1.0,2.0,293.0,-1.0,0.0,1.0,-1.0,81.0,-1.0,0.0,1.0,2.0,-1.0,0.0,1.0,15994447.0,1.0,1.0,68.0
225,5.0,1.0,-1.0,1834.0,377.0,2.0,77.0,57.0,57.0,346.0,-1.0,1.0,1.0,-1.0,188.0,-1.0,0.0,48.0,-1.0,46.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,14041449.0,-1.0,220.0,177.0
226,2.0,0.0,4.0,501.0,119.0,1.0,85.0,70.0,70.0,95.0,170.0,1.0,1.0,-1.0,189.0,-1.0,52.0,42.0,-1.0,29.0,9.0,1.0,2.0,2.0,1.0,0.0,1.0,13507609.0,3.0,14.0,531.0
227,4.0,2.0,-1.0,34.0,1.0,1.0,47.0,36.0,36.0,122.0,63.0,1.0,1.0,-1.0,118.0,-1.0,2.0,21.0,-1.0,31.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,13035340.0,-1.0,6.0,153.0
228,5.0,3.0,-1.0,792.0,149.0,1.0,114.0,18.0,18.0,172.0,-1.0,1.0,1.0,-1.0,75.0,-1.0,0.0,16.0,-1.0,58.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,12741730.0,-1.0,3.0,319.0
229,5.0,0.0,-1.0,2733.0,280.0,2.0,79.0,84.0,84.0,226.0,-1.0,1.0,1.0,-1.0,139.0,-1.0,2.0,179.0,-1.0,117.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,12175383.0,-1.0,444.0,2580.0
230,4.0,9.0,-1.0,262.0,110.0,1.0,110.0,20.0,20.0,227.0,80.0,1.0,1.0,-1.0,265.0,-1.0,0.0,7.0,-1.0,651.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,9812255.0,-1.0,27.0,10.0
231,4.0,1.0,-1.0,0.0,219.0,65.0,79.0,16.0,16.0,123.0,-1.0,1.0,1.0,-1.0,37.0,-1.0,3.0,0.0,-1.0,12.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,9482337.0,-1.0,13.0,11.0
232,5.0,13.0,-1.0,0.0,1.0,1.0,122.0,49.0,49.0,173.0,-1.0,1.0,1.0,-1.0,164.0,-1.0,0.0,10.0,-1.0,798.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,9472300.0,-1.0,6.0,969.0
233,4.0,0.0,-1.0,0.0,1.0,1.0,2.0,19.0,19.0,138.0,-1.0,1.0,1.0,-1.0,26.0,-1.0,1.0,12.0,-1.0,160.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,8833796.0,-1.0,4.0,345.0
234,5.0,2.0,-1.0,845.0,458.0,65.0,80.0,10.0,10.0,111.0,6.0,1.0,1.0,3.0,97.0,-1.0,0.0,2.0,1.0,35.0,-1.0,4.0,1.0,2.0,-1.0,0.0,1.0,241268796.0,1.0,2.0,263.0
235,5.0,2.0,-1.0,683.0,1158.0,2.0,37.0,10.0,10.0,296.0,-1.0,1.0,1.0,-1.0,271.0,-1.0,0.0,17.0,-1.0,15.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,8797839.0,-1.0,14.0,82.0
236,0.0,10.0,-1.0,46.0,41.0,1.0,87.0,85.0,85.0,187.0,-1.0,1.0,1.0,-1.0,170.0,-1.0,0.0,5.0,-1.0,684.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,8306178.0,-1.0,61.0,189.0
237,5.0,9.0,-1.0,200.0,635.0,65.0,56.0,58.0,58.0,432.0,-1.0,1.0,1.0,-1.0,258.0,-1.0,0.0,203.0,-1.0,499.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,7588263.0,-1.0,144.0,871.0
238,5.0,3.0,3.0,147.0,282.0,3.0,77.0,6.0,6.0,44.0,1.0,1.0,1.0,-1.0,169.0,4.0,0.0,1.0,5.0,10.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,6189090.0,1.0,9.0,4.0
239,5.0,0.0,-1.0,0.0,1.0,1.0,82.0,36.0,36.0,106.0,-1.0,1.0,1.0,-1.0,290.0,-1.0,0.0,34.0,-1.0,7.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,5009988.0,-1.0,7.0,174.0
240,5.0,5.0,-1.0,0.0,458.0,65.0,48.0,33.0,33.0,303.0,-1.0,1.0,1.0,-1.0,186.0,-1.0,5.0,6.0,-1.0,97.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,4185511.0,-1.0,0.0,6.0
241,4.0,3.0,-1.0,6.0,1.0,1.0,36.0,71.0,71.0,133.0,58.0,1.0,1.0,-1.0,311.0,-1.0,5.0,5.0,-1.0,51.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,3669560.0,-1.0,3.0,87.0
242,5.0,0.0,-1.0,0.0,110.0,1.0,89.0,11.0,11.0,79.0,-1.0,1.0,1.0,-1.0,294.0,-1.0,0.0,1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,3598496.0,-1.0,0.0,3.0
243,5.0,0.0,-1.0,11.0,1951986.0,65.0,125.0,26.0,26.0,140.0,20.0,1.0,1.0,-1.0,146.0,-1.0,0.0,2.0,-1.0,11.0,3.0,4.0,2.0,2.0,-1.0,0.0,1.0,1753057.0,3.0,8.0,102.0
244,5.0,0.0,-1.0,0.0,110.0,1.0,102.0,65.0,65.0,330.0,-1.0,1.0,1.0,-1.0,69.0,-1.0,0.0,8.0,-1.0,62.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,1333777.0,-1.0,71.0,132.0
245,4.0,0.0,-1.0,0.0,2.0,1.0,103.0,12.0,12.0,151.0,-1.0,1.0,1.0,-1.0,68.0,-1.0,0.0,3.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,706192.0,-1.0,6.0,18.0
246,5.0,3.0,-1.0,68.0,99.0,1.0,37.0,16.0,16.0,161.0,28.0,1.0,1.0,-1.0,129.0,-1.0,1.0,2.0,-1.0,77.0,-1.0,1.0,1.0,2.0,-1.0,0.0,1.0,64815.0,2.0,8.0,371.0
247,4.0,4.0,-1.0,0.0,2.0,1.0,67.0,308.0,308.0,602.0,-1.0,1.0,1.0,-1.0,332.0,-1.0,12.0,118.0,-1.0,76.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,78969418.0,-1.0,444.0,971.0
248,2.0,0.0,-1.0,289.0,282.0,3.0,78.0,202.0,202.0,102.0,-1.0,1.0,1.0,-1.0,205.0,-1.0,0.0,32.0,-1.0,3.0,-1.0,2.0,1.0,2.0,-1.0,0.0,1.0,240745436.0,1.0,12.0,0.0
249,5.0,1.0,-1.0,0.0,1950030.0,181.0,73.0,251.0,251.0,432.0,-1.0,1.0,1.0,-1.0,207.0,-1.0,0.0,59.0,-1.0,214.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,143833796.0,-1.0,0.0,408.0
250,4.0,0.0,-1.0,0.0,106.0,1.0,109.0,215.0,215.0,53.0,-1.0,1.0,1.0,-1.0,142.0,-1.0,1.0,17.0,-1.0,7.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,33365673.0,-1.0,107.0,115.0
251,4.0,0.0,-1.0,596.0,1.0,1.0,109.0,250.0,250.0,830.0,-1.0,1.0,1.0,-1.0,148.0,-1.0,44.0,167.0,-1.0,961.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,4114953.0,-1.0,217.0,3473.0
252,4.0,18.0,-1.0,0.0,0.0,0.0,47.0,143.0,143.0,106.0,-1.0,0.0,1.0,-1.0,304.0,-1.0,0.0,55.0,-1.0,688.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,224328024.0,-1.0,640.0,204.0
253,4.0,1.0,-1.0,226.0,33.0,1.0,80.0,143.0,143.0,109.0,-1.0,1.0,1.0,2.0,147.0,-1.0,0.0,11.0,-1.0,53.0,-1.0,0.0,0.0,2.0,-1.0,0.0,1.0,141851221.0,1.0,367.0,4.0
254,4.0,0.0,-1.0,0.0,2.0,1.0,51.0,157.0,157.0,65.0,-1.0,1.0,1.0,2.0,59.0,-1.0,1.0,14.0,-1.0,102.0,8.0,0.0,0.0,2.0,-1.0,0.0,1.0,97916716.0,0.0,327.0,4639.0
255,4.0,0.0,-1.0,444.0,1906450.0,191.0,114.0,152.0,152.0,183.0,-1.0,1.0,1.0,-1.0,201.0,-1.0,6.0,12.0,-1.0,133.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,97042135.0,-1.0,95.0,74.0
256,4.0,6.0,-1.0,1578.0,1.0,1.0,43.0,190.0,190.0,474.0,-1.0,1.0,1.0,2.0,144.0,-1.0,2.0,42.0,-1.0,105.0,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,21361444.0,1.0,410.0,168.0
257,5.0,0.0,3.0,0.0,292.0,2.0,36.0,10.0,10.0,224.0,68.0,1.0,1.0,3.0,138.0,-1.0,0.0,20.0,-1.0,9.0,-1.0,4.0,0.0,2.0,4.0,0.0,1.0,368459684.0,1.0,0.0,65.0
258,4.0,1.0,-1.0,0.0,95.0,1.0,120.0,34.0,34.0,212.0,-1.0,0.0,1.0,-1.0,163.0,-1.0,0.0,48.0,-1.0,23.0,-1.0,0.0,0.0,2.0,-1.0,0.0,1.0,299006634.0,1.0,47.0,2.0
259,4.0,4.0,4.0,368.0,146.0,1.0,4.0,27.0,27.0,74.0,103.0,1.0,1.0,2.0,14.0,6.0,0.0,40.0,1.0,81.0,4.0,1.0,0.0,2.0,4.0,0.0,1.0,264705531.0,1.0,64.0,167.0
260,4.0,4.0,-1.0,243.0,183.0,4.0,41.0,45.0,45.0,182.0,-1.0,1.0,1.0,-1.0,132.0,-1.0,0.0,52.0,-1.0,263.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,213833962.0,-1.0,48.0,150.0
261,2.0,0.0,-1.0,0.0,0.0,0.0,102.0,17.0,17.0,17.0,34.0,1.0,1.0,-1.0,62.0,-1.0,1.0,14.0,-1.0,41.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,194544549.0,-1.0,10.0,66.0
262,5.0,6.0,-1.0,0.0,110.0,1.0,36.0,46.0,46.0,157.0,-1.0,1.0,1.0,-1.0,137.0,-1.0,3.0,28.0,-1.0,235.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,91078929.0,-1.0,316.0,0.0
263,4.0,0.0,-1.0,8.0,42.0,1.0,96.0,79.0,79.0,30.0,-1.0,1.0,1.0,-1.0,227.0,-1.0,0.0,5.0,-1.0,5.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,66344486.0,-1.0,3.0,8.0
264,2.0,0.0,4.0,0.0,1.0,1.0,121.0,64.0,64.0,73.0,-1.0,1.0,1.0,2.0,105.0,6.0,0.0,34.0,-1.0,120.0,9.0,4.0,0.0,2.0,4.0,0.0,1.0,31383608.0,1.0,19.0,54.0
265,5.0,7.0,-1.0,304.0,183.0,4.0,66.0,25.0,25.0,112.0,-1.0,1.0,1.0,-1.0,160.0,-1.0,2.0,78.0,-1.0,1537.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,20893431.0,-1.0,334.0,9121.0
266,4.0,5.0,-1.0,496.0,0.0,1.0,32.0,32.0,32.0,138.0,91.0,1.0,1.0,-1.0,49.0,-1.0,0.0,43.0,-1.0,45.0,-1.0,0.0,3.0,2.0,-1.0,0.0,1.0,13886710.0,2.0,11.0,264.0
267,0.0,8.0,-1.0,115.0,280.0,2.0,80.0,30.0,30.0,63.0,-1.0,1.0,1.0,-1.0,193.0,-1.0,0.0,24.0,-1.0,271.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,12998098.0,-1.0,13.0,33.0
268,4.0,0.0,2.0,2.0,1.0,1.0,36.0,8.0,8.0,80.0,14.0,1.0,1.0,2.0,206.0,-1.0,0.0,1.0,-1.0,69.0,-1.0,5.0,1.0,2.0,2.0,0.0,1.0,9379707.0,1.0,0.0,81.0
269,5.0,1.0,-1.0,8.0,280.0,2.0,39.0,38.0,38.0,65.0,-1.0,1.0,1.0,-1.0,226.0,-1.0,0.0,5.0,-1.0,18.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,7226774.0,-1.0,2.0,0.0
270,4.0,1.0,-1.0,0.0,0.0,0.0,36.0,31.0,31.0,138.0,-1.0,1.0,1.0,-1.0,96.0,-1.0,2.0,9.0,-1.0,74.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,4034518.0,-1.0,8.0,190.0
271,4.0,11.0,-1.0,206.0,1711047.0,9.0,3.0,8.0,8.0,159.0,-1.0,1.0,1.0,-1.0,4.0,-1.0,0.0,2.0,-1.0,137.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,1123343.0,-1.0,21.0,101.0
272,4.0,3.0,-1.0,0.0,119.0,1.0,79.0,385.0,385.0,297.0,-1.0,1.0,1.0,-1.0,127.0,-1.0,2.0,8.0,-1.0,319.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,132607454.0,-1.0,19.0,27.0
273,4.0,1.0,-1.0,1027.0,0.0,2.0,46.0,709.0,709.0,135.0,-1.0,1.0,1.0,-1.0,167.0,-1.0,0.0,23.0,-1.0,98.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,64535196.0,-1.0,224.0,66.0
274,4.0,0.0,-1.0,0.0,57.0,1.0,72.0,269.0,269.0,727.0,-1.0,1.0,1.0,4.0,41.0,2.0,2.0,22.0,5.0,32.0,-1.0,7.0,0.0,1.0,-1.0,0.0,1.0,19507843.0,0.0,1.0,7.0
275,4.0,0.0,-1.0,536.0,104.0,1.0,113.0,283.0,283.0,277.0,-1.0,1.0,1.0,-1.0,320.0,-1.0,0.0,61.0,-1.0,8.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,10454595.0,-1.0,3.0,123.0
276,4.0,1.0,-1.0,0.0,0.0,0.0,7.0,116.0,116.0,327.0,143.0,1.0,1.0,-1.0,20.0,-1.0,0.0,117.0,-1.0,3.0,-1.0,0.0,0.0,2.0,-1.0,0.0,1.0,390545385.0,0.0,19.0,1.0
277,4.0,0.0,-1.0,0.0,56.0,1.0,88.0,130.0,130.0,144.0,-1.0,1.0,1.0,-1.0,140.0,-1.0,0.0,10.0,-1.0,3.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,307177093.0,-1.0,0.0,2.0
278,4.0,0.0,-1.0,0.0,0.0,0.0,63.0,175.0,175.0,223.0,-1.0,1.0,1.0,-1.0,128.0,-1.0,0.0,71.0,-1.0,73.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,136001647.0,-1.0,279.0,1022.0
279,2.0,1.0,-1.0,0.0,75.0,1.0,36.0,102.0,102.0,132.0,-1.0,1.0,1.0,-1.0,312.0,-1.0,0.0,27.0,-1.0,15.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,47522339.0,-1.0,0.0,40.0
280,2.0,0.0,-1.0,0.0,2917.0,2.0,128.0,101.0,101.0,100.0,-1.0,1.0,1.0,-1.0,222.0,-1.0,0.0,41.0,-1.0,12.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,38109720.0,-1.0,89.0,11.0
281,2.0,0.0,-1.0,0.0,151.0,1.0,122.0,162.0,162.0,56.0,-1.0,1.0,1.0,-1.0,200.0,6.0,0.0,40.0,2.0,2.0,-1.0,2.0,0.0,2.0,-1.0,0.0,1.0,23191213.0,0.0,62.0,5.0
282,4.0,1.0,-1.0,0.0,1581.0,2.0,112.0,199.0,199.0,47.0,-1.0,1.0,0.0,-1.0,153.0,-1.0,0.0,158.0,-1.0,56.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,17033746.0,-1.0,179.0,759.0
283,4.0,0.0,-1.0,0.0,1.0,1.0,52.0,111.0,111.0,442.0,-1.0,1.0,1.0,-1.0,55.0,-1.0,0.0,67.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,13112803.0,-1.0,9.0,87.0
284,4.0,20.0,-1.0,0.0,552.0,2.0,109.0,125.0,125.0,369.0,-1.0,1.0,1.0,-1.0,283.0,-1.0,4.0,11.0,-1.0,522.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,12982084.0,-1.0,32.0,612.0
285,5.0,6.0,-1.0,135.0,1.0,1.0,45.0,159.0,159.0,513.0,-1.0,1.0,1.0,-1.0,56.0,-1.0,1.0,41.0,-1.0,509.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,4903975.0,-1.0,24.0,572.0
286,5.0,2.0,-1.0,405.0,458.0,65.0,122.0,138.0,138.0,271.0,-1.0,1.0,1.0,1.0,57.0,-1.0,0.0,36.0,-1.0,95.0,-1.0,0.0,0.0,2.0,-1.0,0.0,1.0,1593829.0,1.0,17.0,1647.0
287,5.0,0.0,-1.0,352.0,282.0,3.0,127.0,526.0,526.0,134.0,-1.0,1.0,1.0,-1.0,309.0,-1.0,0.0,32.0,-1.0,3.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,7141277.0,-1.0,40.0,83.0
288,5.0,0.0,-1.0,934.0,402.0,8.0,122.0,100.0,100.0,163.0,-1.0,1.0,1.0,-1.0,151.0,-1.0,10.0,93.0,-1.0,36.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,740126.0,-1.0,61.0,1570.0
289,4.0,0.0,4.0,0.0,314.0,2.0,127.0,3.0,3.0,68.0,2.0,1.0,1.0,3.0,228.0,1.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,1.0,393820749.0,2.0,0.0,4.0
290,2.0,0.0,2.0,336.0,1935451.0,40.0,139.0,26.0,26.0,5.0,13.0,0.0,1.0,2.0,338.0,6.0,0.0,10.0,1.0,4.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,345864780.0,0.0,0.0,8.0
291,4.0,0.0,-1.0,0.0,282.0,3.0,8.0,34.0,34.0,53.0,-1.0,1.0,0.0,-1.0,5.0,-1.0,0.0,19.0,-1.0,4.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,312591836.0,-1.0,0.0,1.0
292,4.0,0.0,3.0,2.0,134.0,1.0,29.0,7.0,7.0,0.0,-1.0,1.0,1.0,-1.0,92.0,6.0,0.0,5.0,6.0,5.0,8.0,1.0,1.0,2.0,3.0,0.0,1.0,295521216.0,1.0,0.0,4.0
293,2.0,1.0,-1.0,1148.0,1.0,1.0,108.0,67.0,67.0,50.0,18.0,1.0,1.0,2.0,150.0,5.0,0.0,10.0,-1.0,8.0,9.0,0.0,0.0,2.0,-1.0,0.0,1.0,236490561.0,1.0,4.0,3.0
294,4.0,0.0,-1.0,0.0,49.0,1.0,37.0,17.0,17.0,4.0,-1.0,1.0,1.0,2.0,111.0,1.0,0.0,31.0,-1.0,2.0,-1.0,4.0,1.0,2.0,-1.0,0.0,1.0,229850486.0,1.0,19.0,7.0
295,4.0,0.0,-1.0,0.0,0.0,0.0,37.0,22.0,22.0,173.0,-1.0,1.0,1.0,-1.0,162.0,-1.0,0.0,51.0,-1.0,356.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,219565469.0,-1.0,19.0,378.0
296,4.0,20.0,-1.0,0.0,0.0,0.0,127.0,19.0,19.0,111.0,-1.0,1.0,1.0,-1.0,223.0,-1.0,0.0,20.0,-1.0,1028.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,205995463.0,-1.0,5.0,155.0
297,4.0,0.0,-1.0,0.0,14.0,4.0,132.0,23.0,23.0,50.0,-1.0,1.0,1.0,-1.0,236.0,-1.0,0.0,6.0,-1.0,18.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,199885970.0,-1.0,12.0,2.0
298,5.0,1.0,-1.0,0.0,10.0,1.0,65.0,8.0,8.0,142.0,-1.0,1.0,1.0,-1.0,231.0,-1.0,0.0,22.0,-1.0,13.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,187828606.0,-1.0,30.0,16.0
299,4.0,0.0,-1.0,0.0,2722618.0,89.0,6.0,17.0,17.0,117.0,-1.0,1.0,1.0,1.0,13.0,-1.0,0.0,24.0,-1.0,14.0,-1.0,7.0,1.0,2.0,-1.0,0.0,1.0,166311089.0,0.0,61.0,48.0
300,4.0,2.0,-1.0,3157.0,119.0,1.0,79.0,30.0,30.0,125.0,-1.0,1.0,1.0,-1.0,65.0,-1.0,0.0,37.0,-1.0,103.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,142636826.0,-1.0,824.0,557.0
301,4.0,0.0,-1.0,458.0,1.0,1.0,92.0,69.0,69.0,188.0,-1.0,1.0,1.0,-1.0,333.0,-1.0,0.0,36.0,-1.0,38.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,116713154.0,-1.0,74.0,187.0
302,4.0,0.0,-1.0,0.0,59.0,1.0,79.0,1.0,1.0,21.0,-1.0,1.0,1.0,-1.0,11.0,-1.0,1.0,3.0,-1.0,6.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,106306136.0,-1.0,2.0,57.0
